,screen_name,created_at,text,retweet_count,favorite_count,in_reply_to_screen_name,retweeted_status_screen_name,user_description,source,lang,id
175,fox5ny,2020-05-15T19:32:04Z,FedEx pilot jailed for four weeks after breaking Singapore hotel quarantine order https://t.co/aES8pEuPCe,1,2,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1261378836467453952
174,fox5ny,2020-05-15T20:01:05Z,NYPD officer captures 8-foot python in front of Bronx home https://t.co/LaXRw7Fy6e,1,7,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1261386139211952133
171,fox5ny,2020-05-15T20:52:04Z,Most states still fall short of recommended testing levels https://t.co/9uaysqxrF7,1,1,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1261398970569576454
170,fox5ny,2020-05-15T21:09:04Z,Amazon confirms death of New York worker believed to have COVID-19 https://t.co/QraxkcLZel,1,1,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1261403248709316611
3061,fox5ny,2020-03-14T21:40:04Z,Rick Pitino returns to college basketball as Iona coach https://t.co/O1Ls6mqJ1s,1,1,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238943001210216449
166,fox5ny,2020-05-15T22:16:04Z,Study: Men less likely to wear masks in public because it is ‘not cool’ and ‘a sign of weakness’ https://t.co/n8GtLDJUvt,1,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1261420108305412096
591,fox5ny,2020-05-06T22:07:05Z,Long Island teen’s DJ set helps cheer up neighborhood during quarantine https://t.co/x1XLw0dnpr,1,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1258156355631886339
160,fox5ny,2020-05-15T23:51:03Z,Tornado warning for Ulster County https://t.co/SkzUIPkhJn,1,4,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1261444012440981506
3068,fox5ny,2020-03-14T18:37:03Z,President Trump reveals he took coronavirus test https://t.co/tbnbZ4BPQE,1,14,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238896944065413120
3070,fox5ny,2020-03-14T18:03:03Z,White House now conducting temperature checks amid outbreak https://t.co/s5Op6F9Rc6,1,2,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238888388641554435
3071,fox5ny,2020-03-14T17:46:04Z,US economy comes to grinding halt with virus-related shutdowns https://t.co/2kxgf70yJI,1,1,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238884113710448640
3072,fox5ny,2020-03-14T17:29:45Z,Mayor Bill de Blasio gives an update on the COVID-19 outbreak - https://t.co/PuO1QxV19J,1,1,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238880006400610304
157,fox5ny,2020-05-16T00:40:06Z,"Areas in US with no social distancing policy at risk of ‘exponential spread’ of COVID-19, study says https://t.co/DuPv3pE7Wl",1,3,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1261456355203747842
3086,fox5ny,2020-03-14T02:27:04Z,What Trump’s national emergency declaration means for the COVID-19 pandemic https://t.co/1Ej4PmCkcQ,1,2,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238652839032913920
3090,fox5ny,2020-03-14T01:20:06Z,Several Long Island facilities close due to coronavirus outbreak https://t.co/ZfZvJZKVsN,1,1,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238635985925296130
3091,fox5ny,2020-03-14T01:03:04Z,"Las Vegas casino operator closes clubs, citing coronavirus https://t.co/RoM0FAePWV",1,2,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,es,1238631699329794049
3093,fox5ny,2020-03-14T00:29:05Z,Wisconsin governor orders all K-12 schools to close to prevent coronavirus spread https://t.co/qhl0F5mFHR,1,8,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1238623146900623360
3039,fox5ny,2020-03-15T17:33:04Z,"NFL players approve new labor deal, including 17-game season https://t.co/W6zVl5Oe2k",1,7,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1239243227619889153
3035,fox5ny,2020-03-15T18:27:04Z,States raid cash reserves as coronavirus strains budgets https://t.co/c916jRHzBv,1,3,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1239256816892219392
3034,fox5ny,2020-03-15T18:44:04Z,'Confused and frustrated': Virus screenings jam US airports https://t.co/XlGZLSsvQx,1,2,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1239261095556251655
202,fox5ny,2020-05-14T23:45:10Z,Doctor in NYC on frontlines of COVID-19 battle one step closer to receiving green card https://t.co/B0IclZM4F4,1,1,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1261080143675744258
292,fox5ny,2020-05-13T11:50:06Z,Stock futures trade higher following selloff https://t.co/kfoUXkrpZA,1,2,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260537804511199235
290,fox5ny,2020-05-13T12:24:04Z,Chance the Rapper to perform in livestreamed concert to support small businesses amid COVID-19 pandemic https://t.co/5RblFMMmxb,1,5,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260546352536268800
286,fox5ny,2020-05-13T14:26:03Z,Stocks dip as Powell says Fed fighting worst slump since WWII https://t.co/hJhg3UXIaC,1,2,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260577049040818180
284,fox5ny,2020-05-13T15:05:06Z,Woman falls into thermal feature at Yellowstone National Park closed due to the coronavirus https://t.co/1gthsLmcnW,1,2,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260586874910978048
283,fox5ny,2020-05-13T15:22:04Z,‘Look who’s come to visit today’: Australian woman finds massive python on fence https://t.co/UIbaPk9eG1,1,2,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260591145085816832
276,fox5ny,2020-05-13T17:55:04Z,Coronavirus diets: What's behind the urge to eat like little kids? https://t.co/se5SHsxFDR,1,7,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260629651078119425
2995,fox5ny,2020-03-16T13:14:03Z,Peace Corps evacuating volunteers worldwide amid coronavirus outbreak https://t.co/KIhgTzkusG,1,1,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1239540434617143298
267,fox5ny,2020-05-13T20:44:04Z,Mom makes 'hug time' device so her kids can give Nana a hug https://t.co/1dZhU7n2za,1,1,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260672181694013440
3000,fox5ny,2020-03-16T10:19:04Z,"Latest developments in the coronavirus pandemic for March 16, 2020 https://t.co/K01DEN0x6b",1,1,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1239496398850179074
3001,fox5ny,2020-03-16T03:59:04Z,Cuomo: NYC schools to close to fight coronavirus https://t.co/pBYMbqoeuI,1,6,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1239400767544582144
3004,fox5ny,2020-03-16T03:09:04Z,Emergen-C responds to boozy 'quarantini' with vitamin C: 'We do not recommend' https://t.co/MOrlfmd4tj,1,7,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1239388182850015233
261,fox5ny,2020-05-13T22:20:59Z,"See if your favorite singer will continue on or end their journey during The Masked Singer semi-finals, tonight at 8 on FOX 5! https://t.co/FTPp6FItOS",1,3,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260696567679528966
246,fox5ny,2020-05-14T02:55:07Z,Movies on the menu at diner and drive-in theater in Queens https://t.co/Fes7mpih4D,1,4,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260765556401152005
3009,fox5ny,2020-03-16T01:44:05Z,Amber Alert canceled for trio of NJ children https://t.co/4ECii13344,1,4,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1239366796622389248
242,fox5ny,2020-05-14T09:45:10Z,"Girl, 6, stabbed on Lower East Side https://t.co/2xtJfaeXIr",1,1,,,Comments & photos shared here or using #Fox5NY could be used on any FOX platforms.,SocialNewsDesk,en,1260868750833864705
